Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Resp_Bloque2.keys,Resp_Bloque2.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,date,frameRate,expName,session,participant,
0.25,Stim\\02_019.jpg,Al19_6,Alegría,6,Eduardo camina hacia la biblioteca.,Afirmación,Al19,19,,,,,0,11,11,11,,,,,,,,,3,0.917010090987,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_019.jpg,En19_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En19,19,,,,,0,12,12,12,,,,,,,,,2,0.700218348698,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_019.jpg,En19_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En19,19,,,,,0,13,13,13,,,,,,,,,2,1.31664354363,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_028.jpg,Al28_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al28,28,,,,,0,14,14,14,,,,,,,,,3,1.21671007907,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_019.jpg,Al19_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al19,19,,,,,0,15,15,15,,,,,,,,,3,5.09898652825,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_028.jpg,En28_11,Enojo,11,María asiste a la cena.,Afirmación,En28,28,,,,,0,16,16,16,,,,,,,,,3,4.24920891548,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_028.jpg,Tr28_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr28,28,,,,,0,17,17,17,,,,,,,,,3,5.01560570679,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_078.jpg,Tr78_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr78,78,,,,,0,18,18,18,,,,,,,,,3,2.24972254587,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_019.jpg,Al19_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al19,19,,,,,0,19,19,19,,,,,,,,,3,0.900295460197,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_019.jpg,Al19_10,Alegría,10,Laura finaliza la obra.,Afirmación,Al19,19,,,,,0,20,20,20,,,,,,,,,2,5.2654755142,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_019.jpg,Tr19_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr19,19,,,,,0,21,21,21,,,,,,,,,2,1.26689770366,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_075.jpg,En75_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En75,75,,,,,0,22,22,22,,,,,,,,,2,1.25029954336,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_078.jpg,En78_10,Enojo,10,Laura finaliza la obra.,Afirmación,En78,78,,,,,0,23,23,23,,,,,,,,,3,0.850291689407,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_075.jpg,En75_14,Enojo,14,Elizabeth elige la ropa un día antes.,Afirmación,En75,75,,,,,0,24,24,24,,,,,,,,,2,2.79956499834,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_019.jpg,En19_7,Enojo,7,Roberto contesta los cuestionarios solicitados.,Afirmación,En19,19,,,,,0,25,25,25,,,,,,,,,2,2.81632470009,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_078.jpg,Al78_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al78,78,,,,,0,26,26,26,,,,,,,,,3,0.800241508925,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_028.jpg,Tr28_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr28,28,,,,,0,27,27,27,,,,,,,,,4,3.01625722753,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_019.jpg,Tr19_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr19,19,,,,,0,28,28,28,,,,,,,,,3,1.11690959614,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_019.jpg,Al19_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al19,19,,,,,0,29,29,29,,,,,,,,,3,1.56670211356,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_028.jpg,Al28_9,Alegría,9,Marco colabora en la organización del evento.,Afirmación,Al28,28,,,,,0,30,30,30,,,,,,,,,3,1.31666808722,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_075.jpg,Tr75_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr75,75,,,,,0,31,31,31,,,,,,,,,4,2.49958030462,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_078.jpg,En78_8,Enojo,8,Estefanía despierta a las 7 a.m.,Afirmación,En78,78,,,,,0,32,32,32,,,,,,,,,3,0.749598266062,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_028.jpg,Al28_12,Alegría,12,Ana compra el libro.,Afirmación,Al28,28,,,,,0,33,33,33,,,,,,,,,3,1.15015366518,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_075.jpg,En75_1,Enojo,1,Juan colecciona monedas antiguas.,Afirmación,En75,75,,,,,0,34,34,34,,,,,,,,,3,2.24977341804,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_028.jpg,Tr28_4,Tristeza,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Tr28,28,,,,,0,35,35,35,,,,,,,,,3,2.28316653361,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_078.jpg,Tr78_3,Tristeza,3,Andrea diseña la portada del libro.,Afirmación,Tr78,78,,,,,0,36,36,36,,,,,,,,,4,2.28313618881,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_078.jpg,En78_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En78,78,,,,,0,37,37,37,,,,,,,,,2,1.7166326552,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_019.jpg,Tr19_7,Tristeza,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Tr19,19,,,,,0,38,38,38,,,,,,,,,2,1.71679732038,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_078.jpg,Al78_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al78,78,,,,,0,39,39,39,,,,,,,,,3,0.700126868047,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_078.jpg,Al78_5,Alegría,5,Emilio revisa el formato del archivo.,Afirmación,Al78,78,,,,,0,40,40,40,,,,,,,,,3,0.650243583972,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_019.jpg,En19_11,Enojo,11,María asiste a la cena.,Afirmación,En19,19,,,,,0,41,41,41,,,,,,,,,2,0.850234569778,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_028.jpg,Al28_15,Alegría,15,Ángel envía una carta a la abuela.,Afirmación,Al28,28,,,,,0,42,42,42,,,,,,,,,3,0.600246953138,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_019.jpg,Tr19_4,Tristeza,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Tr19,19,,,,,0,43,43,43,,,,,,,,,2,2.4334879877,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_075.jpg,Al75_12,Alegría,12,Ana compra el libro.,Afirmación,Al75,75,,,,,0,44,44,44,,,,,,,,,3,0.700511979278,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_028.jpg,En28_12,Enojo,12,Ana compra el libro.,Afirmación,En28,28,,,,,0,45,45,45,,,,,,,,,2,2.99953947301,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_028.jpg,Al28_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al28,28,,,,,0,46,46,46,,,,,,,,,3,1.26676025955,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_075.jpg,Tr75_6,Tristeza,6,Eduardo camina hacia la biblioteca.,Afirmación,Tr75,75,,,,,0,47,47,47,,,,,,,,,4,1.21685287814,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_028.jpg,En28_8,Enojo,8,Estefanía despierta a las 7 a.m.,Afirmación,En28,28,,,,,0,48,48,48,,,,,,,,,2,1.93328472215,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_019.jpg,En19_7,Enojo,7,Roberto contesta los cuestionarios solicitados.,Afirmación,En19,19,,,,,0,49,49,49,,,,,,,,,2,1.2001150425,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_019.jpg,Al19_10,Alegría,10,Laura finaliza la obra.,Afirmación,Al19,19,,,,,0,50,50,50,,,,,,,,,3,0.916560273927,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_028.jpg,En28_14,Enojo,14,Elizabeth elige la ropa un día antes.,Afirmación,En28,28,,,,,0,51,51,51,,,,,,,,,3,1.0668902067,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_028.jpg,Tr28_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr28,28,,,,,0,52,52,52,,,,,,,,,4,1.7832943834,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_075.jpg,Al75_3,Alegría,3,Andrea diseña la portada del libro.,Afirmación,Al75,75,,,,,0,53,53,53,,,,,,,,,3,3.56611306741,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_028.jpg,Al28_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al28,28,,,,,0,54,54,54,,,,,,,,,3,0.650270358794,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_028.jpg,Tr28_3,Tristeza,3,Andrea diseña la portada del libro.,Afirmación,Tr28,28,,,,,0,55,55,55,,,,,,,,,4,4.69948471849,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_078.jpg,Al78_11,Alegría,11,María asiste a la cena.,Afirmación,Al78,78,,,,,0,56,56,56,,,,,,,,,3,1.16698922893,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_019.jpg,Tr19_12,Tristeza,12,Ana compra el libro.,Afirmación,Tr19,19,,,,,0,57,57,57,,,,,,,,,2,0.750288610303,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_078.jpg,Al78_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al78,78,,,,,0,58,58,58,,,,,,,,,3,0.86681309521,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_019.jpg,Tr19_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr19,19,,,,,0,59,59,59,,,,,,,,,2,1.98321173844,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_078.jpg,Tr78_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr78,78,,,,,0,60,60,60,,,,,,,,,2,3.21604963339,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_078.jpg,Tr78_4,Tristeza,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Tr78,78,,,,,0,61,61,61,,,,,,,,,4,2.64964472038,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_019.jpg,En19_14,Enojo,14,Elizabeth elige la ropa un día antes.,Afirmación,En19,19,,,,,0,62,62,62,,,,,,,,,2,1.0168284238,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_075.jpg,Al75_15,Alegría,15,Ángel envía una carta a la abuela.,Afirmación,Al75,75,,,,,0,63,63,63,,,,,,,,,3,0.650163259495,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_028.jpg,Tr28_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr28,28,,,,,0,64,64,64,,,,,,,,,4,1.61684868341,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_028.jpg,En28_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En28,28,,,,,0,65,65,65,,,,,,,,,3,1.05018717834,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_078.jpg,En78_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En78,78,,,,,0,66,66,66,,,,,,,,,2,0.916848995788,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_075.jpg,En75_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En75,75,,,,,0,67,67,67,,,,,,,,,2,1.00022669352,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_075.jpg,En75_7,Enojo,7,Roberto contesta los cuestionarios solicitados.,Afirmación,En75,75,,,,,0,68,68,68,,,,,,,,,2,0.900109375161,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_078.jpg,Tr78_14,Tristeza,14,Elizabeth elige la ropa un día antes.,Afirmación,Tr78,78,,,,,0,69,69,69,,,,,,,,,4,0.916977961195,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_019.jpg,Tr19_5,Tristeza,5,Emilio revisa el formato del archivo.,Afirmación,Tr19,19,,,,,0,70,70,70,,,,,,,,,2,0.700279930796,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_028.jpg,En28_13,Enojo,13,Rocío consume alimentos nutritivos.,Afirmación,En28,28,,,,,0,71,71,71,,,,,,,,,2,0.916437109732,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_075.jpg,En75_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En75,75,,,,,0,72,72,72,,,,,,,,,2,0.85018146638,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_019.jpg,En19_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En19,19,,,,,0,73,73,73,,,,,,,,,2,0.750140902517,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_078.jpg,En78_10,Enojo,10,Laura finaliza la obra.,Afirmación,En78,78,,,,,0,74,74,74,,,,,,,,,2,0.700138024222,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_019.jpg,En19_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En19,19,,,,,0,75,75,75,,,,,,,,,2,0.650292671147,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_078.jpg,Al78_6,Alegría,6,Eduardo camina hacia la biblioteca.,Afirmación,Al78,78,,,,,0,76,76,76,,,,,,,,,3,0.650318553478,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_078.jpg,En78_13,Enojo,13,Rocío consume alimentos nutritivos.,Afirmación,En78,78,,,,,0,77,77,77,,,,,,,,,2,0.600286669127,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_028.jpg,En28_2,Enojo,2,Jonathan pasea al perro.,Afirmación,En28,28,,,,,0,78,78,78,,,,,,,,,2,0.750283255336,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_019.jpg,En19_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En19,19,,,,,0,79,79,79,,,,,,,,,2,0.650345774553,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_019.jpg,Tr19_11,Tristeza,11,María asiste a la cena.,Afirmación,Tr19,19,,,,,0,80,80,80,,,,,,,,,4,1.83319462487,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_028.jpg,En28_11,Enojo,11,María asiste a la cena.,Afirmación,En28,28,,,,,0,81,81,81,,,,,,,,,2,0.700317861796,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_078.jpg,Al78_9,Alegría,9,Marco colabora en la organización del evento.,Afirmación,Al78,78,,,,,0,82,82,82,,,,,,,,,3,0.650271251292,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_019.jpg,En19_13,Enojo,13,Rocío consume alimentos nutritivos.,Afirmación,En19,19,,,,,0,83,83,83,,,,,,,,,2,0.750187758458,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_078.jpg,Tr78_11,Tristeza,11,María asiste a la cena.,Afirmación,Tr78,78,,,,,0,84,84,84,,,,,,,,,4,1.51664166939,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_028.jpg,En28_5,Enojo,5,Emilio revisa el formato del archivo.,Afirmación,En28,28,,,,,0,85,85,85,,,,,,,,,2,0.850205563722,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_028.jpg,Tr28_10,Tristeza,10,Laura finaliza la obra.,Afirmación,Tr28,28,,,,,0,86,86,86,,,,,,,,,4,0.850397449965,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_019.jpg,En19_11,Enojo,11,María asiste a la cena.,Afirmación,En19,19,,,,,0,87,87,87,,,,,,,,,2,0.950366614292,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_028.jpg,Tr28_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr28,28,,,,,0,88,88,88,,,,,,,,,3,3.11621389694,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_019.jpg,En19_8,Enojo,8,Estefanía despierta a las 7 a.m.,Afirmación,En19,19,,,,,0,89,89,89,,,,,,,,,2,0.866834961318,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_075.jpg,Tr75_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr75,75,,,,,0,90,90,90,,,,,,,,,3,2.79952751359,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\02_075.jpg,Al75_3,Alegría,3,Andrea diseña la portada del libro.,Afirmación,Al75,75,,,,,0,91,91,91,,,,,,,,,3,0.550303871954,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_028.jpg,En28_12,Enojo,12,Ana compra el libro.,Afirmación,En28,28,,,,,0,92,92,92,,,,,,,,,2,0.500170689509,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_028.jpg,Tr28_7,Tristeza,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Tr28,28,,,,,0,93,93,93,,,,,,,,,4,1.46680524126,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_019.jpg,Tr19_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr19,19,,,,,0,94,94,94,,,,,,,,,3,0.600241598171,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_019.jpg,Al19_4,Alegría,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Al19,19,,,,,0,95,95,95,,,,,,,,,3,1.46668877077,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_019.jpg,En19_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En19,19,,,,,0,96,96,96,,,,,,,,,2,0.766495858155,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_075.jpg,En75_13,Enojo,13,Rocío consume alimentos nutritivos.,Afirmación,En75,75,,,,,0,97,97,97,,,,,,,,,2,0.650422082806,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_078.jpg,Al78_7,Alegría,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Al78,78,,,,,0,98,98,98,,,,,,,,,4,4.39900156677,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_028.jpg,Tr28_3,Tristeza,3,Andrea diseña la portada del libro.,Afirmación,Tr28,28,,,,,0,99,99,99,,,,,,,,,4,4.1493160594,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_075.jpg,En75_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En75,75,,,,,0,100,100,100,,,,,,,,,2,0.650204760474,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\02_028.jpg,Al28_13,Alegría,13,Rocío consume alimentos nutritivos.,Afirmación,Al28,28,,,,,0,101,101,101,,,,,,,,,3,0.600312105209,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_028.jpg,Tr28_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr28,28,,,,,0,102,102,102,,,,,,,,,4,1.10020790651,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\05_019.jpg,En19_2,Enojo,2,Jonathan pasea al perro.,Afirmación,En19,19,,,,,0,103,103,103,,,,,,,,,3,1.16627121737,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
0.25,Stim\\03_078.jpg,Tr78_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr78,78,,,,,0,104,104,104,,,,,,,,,3,0.800152259504,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\03_075.jpg,Tr75_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr75,75,,,,,0,105,105,105,,,,,,,,,3,1.36669461661,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_075.jpg,En75_10,Enojo,10,Laura finaliza la obra.,Afirmación,En75,75,,,,,0,106,106,106,,,,,,,,,2,0.649739324766,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
2.5,Stim\\05_028.jpg,En28_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En28,28,,,,,0,107,107,107,,,,,,,,,3,0.800208040393,,,,,2018_may._04_1847,60.0029185971,Experimento Piloto1,001,108,
